Age,Total_Children,Total_Spending,Tenure_Days,Total_Store_Visits,Education,Marital_Status,Favorite_Category,Cluster
51,0,34.0,264,5,2n Cycle,Married,FishProducts,2
66,0,20.0,511,4,Graduation,Divorced,SweetProducts,2
53,1,192.0,452,11,Master,Divorced,Wines,2
61,0,1195.0,342,17,Graduation,Single,MeatProducts,0
49,1,48.0,456,7,Graduation,Married,Wines,2
72,1,428.0,349,16,PhD,Married,Wines,1
70,1,868.0,669,27,Graduation,Single,Wines,0
56,1,1001.0,658,27,Graduation,Married,Wines,0
54,1,59.0,415,7,Master,Single,MeatProducts,2
45,2,431.0,693,16,2n Cycle,Married,Wines,1
49,1,971.0,880,27,Graduation,Married,Wines,0
53,3,348.0,838,18,Graduation,Married,Wines,1
59,0,1451.5,812,24,2n Cycle,Single,Wines,0
41,1,265.0,701,14,Master,Married,Wines,2
73,1,270.0,195,13,Graduation,Married,Wines,1
43,0,1159.5,802,19,2n Cycle,Together,MeatProducts,0
61,1,893.0,339,16,Graduation,Married,Wines,0
76,0,737.5,440,22,Graduation,Widow,MeatProducts,0
67,1,135.0,312,9,PhD,Widow,Wines,1
62,0,1290.0,163,19,Graduation,Married,Wines,0
50,1,120.0,285,9,Graduation,Married,MeatProducts,2
56,0,1288.0,278,20,PhD,Single,Wines,0
70,0,1729.0,592,17,PhD,Together,Wines,0
55,1,15.0,766,4,Graduation,Widow,MeatProducts,2
74,2,542.0,186,20,Graduation,Married,Wines,1
54,1,890.0,843,25,PhD,Together,Wines,0
50,1,1277.0,619,33,Graduation,Married,Wines,0
45,1,17.0,422,4,Graduation,Married,MeatProducts,2
44,1,906.0,972,29,PhD,Together,Wines,0
47,2,44.0,673,6,Graduation,Married,Wines,2
37,1,25.0,202,5,Graduation,Single,MeatProducts,2
69,1,973.0,656,26,Graduation,Married,Wines,0
53,2,31.0,92,6,PhD,Single,Wines,1
48,1,518.0,197,17,Master,Married,Wines,2
53,1,530.0,774,19,PhD,Married,Wines,0
48,1,506.0,766,20,Graduation,Married,Wines,0
52,1,70.0,341,6,Master,Married,Wines,2
53,1,54.0,393,6,Master,Divorced,Wines,2
51,1,296.0,839,12,Graduation,Single,Wines,2
50,1,266.0,402,15,Graduation,Married,Wines,2
65,0,747.0,787,19,Master,Together,Wines,0
61,0,846.5,813,29,PhD,Divorced,Wines,0
49,1,1053.0,387,17,Master,Together,Wines,0
51,1,735.0,528,21,Graduation,Married,Wines,0
56,1,20.0,314,5,Graduation,Married,Wines,2
73,0,205.0,769,10,2n Cycle,Widow,MeatProducts,2
67,1,2046.5,803,21,PhD,Together,Wines,0
49,1,309.0,999,14,Graduation,Divorced,Wines,2
70,0,1602.5,652,22,Graduation,Together,Wines,0
61,1,896.5,370,15,Master,Single,Wines,0
81,0,682.0,374,20,PhD,Divorced,Wines,0
63,1,663.0,602,22,Master,Divorced,Wines,0
47,1,43.0,216,6,Graduation,Divorced,Wines,2
54,1,1645.0,594,18,PhD,Together,Wines,0
76,1,976.0,198,27,PhD,Together,Wines,0
81,0,746.0,642,21,Graduation,Married,Wines,0
75,2,64.0,911,6,Graduation,Together,MeatProducts,1
64,1,32.0,386,5,Master,Together,Wines,1
35,0,263.0,707,9,Basic,Married,SweetProducts,2
40,1,1418.5,834,21,PhD,Married,Wines,0
69,1,46.0,533,5,Master,Together,Wines,1
72,0,1210.0,878,28,Graduation,Widow,Wines,0
49,1,864.0,662,24,Graduation,Married,MeatProducts,0
36,0,1131.5,505,22,Graduation,Single,Wines,0
33,0,137.0,533,8,Graduation,Married,MeatProducts,2
66,1,673.0,720,25,Graduation,Divorced,Wines,0
44,1,216.0,560,12,PhD,Together,Wines,2
46,1,941.0,618,23,Graduation,Single,Wines,0
61,2,347.0,412,16,Graduation,Married,Wines,1
66,0,1865.0,264,19,Master,Together,Wines,0
79,1,397.0,396,17,PhD,Together,Wines,1
50,0,1969.0,601,22,Master,Single,Wines,0
64,2,138.0,644,11,Graduation,Married,Wines,1
35,1,42.0,524,5,Graduation,Single,Wines,2
66,0,777.0,470,17,Graduation,Together,MeatProducts,0
81,0,1735.0,337,20,Master,Married,Wines,0
60,2,52.0,313,7,Graduation,Divorced,Wines,1
38,0,1602.5,337,13,Master,Single,Wines,0
34,0,358.0,477,13,Graduation,Married,Wines,2
72,0,1573.0,797,16,Graduation,Married,Wines,0
38,1,210.0,849,10,Graduation,Married,MeatProducts,2
39,1,42.0,968,5,Graduation,Married,MeatProducts,2
67,0,1291.0,374,20,PhD,Together,Wines,0
48,0,442.0,122,15,Master,Married,MeatProducts,2
61,0,1717.5,728,17,Graduation,Single,Wines,0
65,2,411.0,635,19,PhD,Married,Wines,1
50,1,521.0,659,19,2n Cycle,Widow,Wines,0
56,1,1161.5,444,17,Graduation,Single,Wines,0
48,2,493.0,171,22,Master,Together,Wines,1
63,2,260.0,591,12,Graduation,Married,Wines,1
43,1,46.0,537,7,Graduation,Single,MeatProducts,2
74,1,319.0,397,16,Master,Together,Wines,1
58,1,96.0,322,7,Graduation,Together,Wines,1
58,0,992.0,294,16,Graduation,Divorced,Wines,0
73,1,232.0,485,12,2n Cycle,Together,Wines,1
44,1,76.0,348,9,Master,Single,Wines,2
48,1,54.0,513,9,2n Cycle,Together,FishProducts,2
56,1,201.0,911,11,Graduation,Widow,MeatProducts,2
41,1,406.0,738,14,PhD,Single,Wines,2
43,0,1666.0,516,20,PhD,Married,Wines,0
49,1,635.0,609,20,Graduation,Together,MeatProducts,0
35,1,41.0,125,8,2n Cycle,Married,MeatProducts,2
61,0,1205.0,158,14,Graduation,Widow,MeatProducts,0
45,1,134.0,634,8,Graduation,Married,MeatProducts,2
57,2,69.0,314,10,Graduation,Married,MeatProducts,1
52,2,21.0,252,6,Master,Married,Wines,1
62,2,54.0,250,7,2n Cycle,Single,Wines,1
36,1,91.0,124,8,Graduation,Single,MeatProducts,2
54,1,526.0,157,18,PhD,Single,Wines,1
62,0,162.0,597,8,Graduation,Married,MeatProducts,2
76,0,966.0,543,25,Master,Married,MeatProducts,0
73,2,240.0,727,16,Graduation,Together,MeatProducts,1
47,1,791.0,702,21,PhD,Single,Wines,0
43,0,1415.0,581,19,Graduation,Married,Wines,0
55,0,64.0,638,8,2n Cycle,Married,FishProducts,2
66,1,1690.0,563,20,Graduation,Together,Wines,0
47,1,78.0,453,7,Graduation,Married,Wines,2
45,0,1063.0,538,19,Graduation,Single,MeatProducts,0
54,1,779.5,529,26,Master,Together,Wines,0
55,1,753.5,325,26,2n Cycle,Married,MeatProducts,0
62,1,331.0,574,15,PhD,Divorced,Wines,1
75,1,265.0,153,12,PhD,Together,Wines,1
63,1,1065.0,938,19,Graduation,Single,Wines,0
74,2,11.0,515,4,Master,Together,Wines,1
46,1,21.0,578,4,Graduation,Single,Wines,2
55,2,17.0,877,4,Graduation,Together,Wines,1
51,1,369.0,727,16,Graduation,Married,MeatProducts,2
57,2,38.0,313,6,PhD,Married,Wines,1
47,1,177.0,449,11,2n Cycle,Single,Wines,2
55,1,279.0,697,12,PhD,Together,Wines,2
44,1,62.0,664,7,Master,Married,Wines,2
48,1,1230.0,674,21,PhD,Married,Wines,0
57,2,182.0,336,11,Graduation,Married,Wines,1
55,2,49.0,470,10,Graduation,Married,MeatProducts,1
59,2,75.0,446,8,PhD,Together,Wines,1
69,2,227.0,455,16,Master,Together,Wines,1
51,2,215.0,786,15,PhD,Married,Wines,1
74,1,444.0,628,19,Graduation,Together,Wines,0
58,2,47.0,412,5,2n Cycle,Together,MeatProducts,1
74,0,143.0,600,7,Master,Married,Wines,2
42,1,55.0,277,7,Graduation,Together,Wines,2
54,2,63.0,232,11,2n Cycle,Together,Wines,1
70,0,1769.5,804,21,Graduation,Widow,Wines,0
64,1,611.0,448,20,Master,Married,Wines,0
70,1,473.0,203,18,Graduation,Together,Wines,1
66,0,55.0,473,6,Graduation,Together,Fruits,2
41,1,81.0,726,7,PhD,Single,MeatProducts,2
50,0,1661.0,724,20,Master,Married,Wines,0
60,0,1257.0,421,20,Master,Single,MeatProducts,0
48,1,49.0,310,5,Graduation,Together,Wines,2
53,0,382.0,392,15,PhD,Married,MeatProducts,2
50,1,69.0,443,9,Master,Together,MeatProducts,2
56,1,67.0,771,6,Graduation,Divorced,MeatProducts,2
56,2,30.0,413,6,Master,Married,Wines,1
47,1,63.0,609,9,2n Cycle,Married,MeatProducts,2
44,1,79.0,841,10,Graduation,Together,Wines,2
64,1,42.0,653,5,Graduation,Single,Wines,2
65,1,819.0,827,23,Graduation,Together,Wines,0
70,0,1151.0,445,17,Graduation,Single,MeatProducts,0
77,2,594.0,815,20,PhD,Married,Wines,1
59,2,129.0,679,11,Master,Together,Wines,1
39,1,213.0,707,12,Master,Single,Wines,2
52,1,67.0,34,7,Graduation,Widow,Wines,2
69,3,28.0,398,5,Graduation,Divorced,MeatProducts,1
50,1,45.0,771,6,Basic,Married,FishProducts,2
60,0,1130.5,154,18,Graduation,Married,MeatProducts,0
56,0,268.0,474,12,Master,Single,Wines,2
81,0,266.0,506,12,Master,Widow,Wines,1
52,1,37.0,754,5,Basic,Married,Fruits,2
58,3,37.0,404,7,Graduation,Married,Wines,1
56,0,872.0,816,25,PhD,Single,Wines,0
51,2,373.0,498,18,Graduation,Married,Wines,1
60,3,35.0,549,6,Master,Single,Wines,1
49,2,107.0,640,1,PhD,Together,Wines,1
47,2,42.0,628,5,Graduation,Widow,MeatProducts,2
65,1,326.0,841,17,Master,Married,Wines,1
64,1,404.0,394,17,PhD,Married,Wines,1
54,0,95.0,510,6,Graduation,Single,Wines,2
76,0,939.0,64,14,Graduation,Widow,Wines,0
47,1,33.0,343,5,2n Cycle,Single,MeatProducts,2
70,0,981.0,640,21,2n Cycle,Married,Wines,0
49,1,36.0,685,7,Graduation,Married,MeatProducts,2
50,1,1063.0,640,20,Graduation,Single,MeatProducts,0
65,1,1765.0,806,32,Graduation,Together,Wines,0
48,2,103.0,910,9,PhD,Divorced,MeatProducts,2
48,1,191.0,718,12,Graduation,Single,MeatProducts,2
55,1,1560.0,382,25,PhD,Married,Wines,0
67,0,963.0,176,14,PhD,Together,Wines,0
55,1,753.5,325,26,2n Cycle,Married,MeatProducts,0
65,0,93.0,294,7,2n Cycle,Single,Fruits,2
52,0,1294.0,597,21,Graduation,Single,MeatProducts,0
63,3,16.0,64,4,Graduation,Divorced,Wines,1
73,0,1181.5,609,31,Graduation,Single,MeatProducts,0
63,1,371.0,492,14,Graduation,Married,Wines,1
75,1,1477.0,799,26,Master,Divorced,Wines,0
54,1,1179.0,543,18,Graduation,Married,Wines,0
65,1,972.5,940,26,Graduation,Together,Wines,0
77,0,1251.0,207,21,PhD,Together,Wines,0
66,1,1299.0,706,23,PhD,Divorced,Wines,0
61,1,468.5,519,15,Graduation,Single,Wines,1
78,0,2005.5,429,13,Master,Together,Wines,0
54,2,235.0,475,16,PhD,Married,Wines,1
55,0,1462.0,684,30,Graduation,Together,Wines,0
55,1,235.0,358,11,Master,Divorced,Wines,1
48,1,1092.0,197,28,Master,Married,Wines,0
67,1,579.5,446,17,Graduation,Together,Wines,1
65,0,1814.5,292,19,Master,Single,Wines,0
40,1,48.0,831,6,Graduation,Together,MeatProducts,2
51,1,1174.0,728,32,Graduation,Married,Wines,0
75,1,67.0,237,7,PhD,Together,Wines,1
70,1,365.0,1003,15,Graduation,Divorced,Wines,0
50,0,6.0,157,0,Graduation,Divorced,Wines,2
72,1,165.0,249,10,Graduation,Together,Wines,1
67,0,210.0,805,11,2n Cycle,Together,MeatProducts,2
78,1,1063.0,462,26,PhD,Together,MeatProducts,0
59,3,223.0,411,12,PhD,Single,Wines,1
62,1,597.0,877,22,Graduation,Together,Wines,0
40,1,22.0,387,4,Graduation,Married,Fruits,2
50,1,1022.5,346,24,Graduation,Widow,Wines,0
45,0,74.0,880,6,Basic,Married,FishProducts,2
69,0,26.0,704,5,Master,Together,MeatProducts,2
66,0,60.0,708,5,Graduation,Married,FishProducts,2
51,1,20.0,569,4,PhD,Together,Wines,2
38,1,59.0,437,7,Basic,Single,FishProducts,2
57,1,34.0,457,5,PhD,Married,Wines,2
54,2,198.0,513,12,2n Cycle,Married,Wines,1
61,1,1048.0,495,28,PhD,Married,MeatProducts,0
63,2,574.0,482,21,Master,Single,Wines,1
55,1,911.5,727,17,Graduation,Widow,Wines,0
45,1,650.0,355,20,Graduation,Married,Wines,0
50,1,990.0,1059,16,PhD,Single,Wines,0
51,2,11.0,198,4,Graduation,Married,MeatProducts,1
62,1,1241.0,767,21,PhD,Married,Wines,0
46,0,576.0,308,17,Graduation,Single,Wines,0
40,1,172.0,538,12,2n Cycle,Married,MeatProducts,2
45,0,635.0,348,20,PhD,Single,Wines,0
62,1,900.5,414,23,Graduation,Divorced,Wines,0
58,0,1913.5,828,30,Graduation,Divorced,Wines,0
43,0,408.5,499,15,2n Cycle,Together,MeatProducts,2
70,1,257.0,408,12,Graduation,Together,Wines,1
58,0,1146.0,352,17,Graduation,Together,Wines,0
49,1,689.0,521,20,PhD,Divorced,Wines,0
53,0,1777.5,727,22,PhD,Single,Wines,0
43,0,651.0,972,17,PhD,Married,MeatProducts,0
36,0,1346.0,204,21,PhD,Together,Wines,0
56,0,1036.0,432,15,PhD,Together,MeatProducts,0
65,1,493.0,970,22,PhD,Divorced,Wines,0
55,0,957.0,468,13,Graduation,Single,Wines,0
67,1,270.0,364,12,Master,Together,MeatProducts,1
73,0,29.0,663,5,Basic,Together,MeatProducts,2
76,2,121.0,556,9,Master,Widow,Wines,1
64,2,126.0,498,8,Master,Married,Wines,1
30,0,23.0,255,4,Graduation,Single,MeatProducts,2
76,2,57.0,489,8,PhD,Single,MeatProducts,1
64,0,634.0,635,20,Graduation,Single,Wines,0
65,0,1004.0,93,28,Graduation,Together,Wines,0
52,1,734.0,445,20,Graduation,Divorced,Wines,0
47,2,572.0,3,20,Graduation,Married,Wines,1
47,1,1337.5,34,21,Graduation,Divorced,Wines,0
37,0,1621.0,221,15,Master,Single,Wines,0
57,1,187.0,345,12,Master,Divorced,Wines,1
39,1,1417.0,431,22,Graduation,Married,Wines,0
55,1,57.0,162,6,PhD,Divorced,Wines,1
74,1,637.0,428,20,Graduation,Divorced,Wines,0
77,1,883.5,380,14,PhD,Together,Wines,1
54,1,59.0,431,5,Master,Married,Wines,2
39,1,18.0,364,4,Graduation,Married,MeatProducts,2
60,1,903.0,776,26,Master,Single,Wines,0
50,1,112.0,654,8,Graduation,Single,MeatProducts,2
72,0,596.0,571,20,Graduation,Together,Wines,0
43,1,233.0,516,13,Graduation,Together,Wines,2
50,0,1411.0,877,11,PhD,Married,Wines,0
65,0,1095.0,804,17,2n Cycle,Divorced,MeatProducts,0
47,1,48.0,399,7,Graduation,Together,MeatProducts,2
55,1,1096.5,615,31,Graduation,Divorced,Wines,0
67,2,21.0,252,4,Graduation,Single,Wines,1
60,1,965.0,717,16,Master,Married,Wines,0
71,0,840.5,669,21,Graduation,Married,Wines,0
41,1,16.0,197,6,PhD,Married,Wines,2
60,0,1562.0,661,16,Graduation,Married,Wines,0
49,1,71.0,1063,12,Graduation,Married,FishProducts,2
59,1,65.0,122,6,Graduation,Married,Wines,1
70,0,1230.0,378,24,Graduation,Married,MeatProducts,0
49,0,898.0,315,23,Master,Divorced,Wines,0
60,3,411.0,391,20,Master,Married,Wines,1
34,0,779.5,600,26,Graduation,Together,Wines,0
76,2,11.0,435,4,PhD,Divorced,Wines,1
72,2,480.0,881,21,PhD,Together,Wines,1
47,2,606.0,365,22,Graduation,Married,Wines,1
77,3,284.0,416,16,PhD,Divorced,Wines,1
52,2,1472.0,452,14,Graduation,Divorced,Wines,0
76,0,1616.0,221,26,Graduation,Married,Wines,0
52,1,1180.0,617,19,Graduation,Married,Wines,0
73,1,334.0,275,13,Master,Together,Wines,1
36,1,18.0,628,4,Basic,Married,FishProducts,2
56,1,1286.0,819,20,Graduation,Together,Wines,0
72,1,1099.0,623,30,PhD,Single,Wines,0
69,2,97.0,551,8,Master,Together,Wines,1
75,3,63.0,339,9,PhD,Single,Wines,1
47,1,109.0,697,9,2n Cycle,Together,MeatProducts,2
61,0,884.5,315,21,Graduation,Married,MeatProducts,0
73,0,1509.5,366,20,Graduation,Together,Wines,0
50,1,38.0,450,9,2n Cycle,Married,MeatProducts,2
30,0,917.5,94,24,Graduation,Single,MeatProducts,0
55,1,28.0,447,4,Graduation,Single,MeatProducts,2
71,0,1215.0,311,28,2n Cycle,Married,Wines,0
53,0,1311.0,340,22,PhD,Together,MeatProducts,0
67,1,449.0,636,17,PhD,Together,Wines,1
50,1,1022.5,346,24,Graduation,Widow,Wines,0
56,0,1527.0,646,25,Graduation,Married,Wines,0
46,0,1428.0,304,21,Graduation,Together,Wines,0
47,0,971.0,460,24,2n Cycle,Together,Wines,0
53,1,1226.0,758,23,PhD,Together,Wines,0
61,1,1145.5,443,20,Graduation,Married,Wines,0
46,1,92.0,631,8,Master,Married,Wines,2
66,1,99.0,185,8,PhD,Married,Wines,1
44,1,66.0,636,8,2n Cycle,Married,MeatProducts,2
58,2,564.0,226,19,Graduation,Single,Wines,1
37,0,1346.5,404,21,Master,Married,Wines,0
47,1,86.0,427,6,PhD,Single,Wines,2
73,0,732.5,198,18,Graduation,Single,MeatProducts,0
70,1,242.0,588,12,Graduation,Married,Wines,1
48,0,1400.5,757,17,Graduation,Married,Wines,0
38,0,1289.5,941,29,Graduation,Together,Wines,0
60,1,183.0,696,8,2n Cycle,Married,Wines,2
69,1,450.0,559,18,Master,Married,Wines,1
46,1,758.0,639,21,Graduation,Married,MeatProducts,0
74,0,1365.0,359,20,PhD,Married,Wines,0
60,2,654.0,591,23,Graduation,Single,Wines,1
53,2,81.0,602,9,Graduation,Married,Wines,1
68,1,137.0,846,1,PhD,Together,Wines,1
72,2,16.0,551,4,Graduation,Together,Wines,1
60,1,93.0,463,8,PhD,Single,Wines,1
67,0,1158.0,314,17,PhD,Together,Wines,0
70,2,43.0,353,6,Master,Single,Wines,1
54,1,1372.0,362,22,Graduation,Single,Wines,0
51,0,1129.0,216,19,PhD,Single,MeatProducts,0
49,2,29.0,236,6,Graduation,Together,FishProducts,1
55,1,25.0,31,5,Graduation,Single,MeatProducts,2
53,1,24.0,262,4,Graduation,Married,MeatProducts,2
53,1,38.0,536,5,Graduation,Together,MeatProducts,2
39,1,57.0,768,7,Basic,Married,SweetProducts,2
65,2,47.0,294,12,Master,Together,MeatProducts,1
57,1,741.5,673,24,PhD,Divorced,Wines,0
47,1,616.5,191,22,Master,Married,Wines,0
49,1,377.0,849,17,Graduation,Divorced,Wines,2
80,0,1375.0,690,14,Master,Together,MeatProducts,0
68,0,729.0,878,17,PhD,Married,MeatProducts,0
75,0,50.0,505,6,Graduation,Single,FishProducts,2
47,2,270.0,403,15,Graduation,Married,Wines,1
64,1,177.0,581,9,Graduation,Single,MeatProducts,2
63,0,315.0,685,13,Master,Single,Wines,2
71,1,767.0,161,23,PhD,Married,Wines,0
60,1,1020.5,774,26,2n Cycle,Divorced,Wines,0
52,0,1480.5,671,24,Graduation,Together,Wines,0
57,1,60.0,357,10,Graduation,Married,Wines,2
55,1,573.0,358,21,Master,Married,Wines,0
69,2,41.0,620,5,Graduation,Widow,Wines,1
74,2,170.0,686,10,Graduation,Married,MeatProducts,1
81,0,1033.0,574,28,PhD,Single,Wines,0
67,0,1493.5,550,25,Graduation,Married,Wines,0
49,2,458.0,604,21,Master,Married,Wines,1
54,1,63.0,258,6,Master,Married,Wines,2
68,1,405.0,411,17,Graduation,Married,Wines,1
53,2,1020.5,624,19,Graduation,Married,Wines,0
53,1,1395.5,550,22,Graduation,Single,Wines,0
44,0,72.0,416,5,Graduation,Married,SweetProducts,2
53,1,48.0,595,7,Graduation,Single,MeatProducts,2
50,0,633.0,189,16,Graduation,Single,MeatProducts,2
70,1,860.0,613,27,Master,Married,Wines,0
39,0,1226.0,378,22,PhD,Together,MeatProducts,0
55,1,495.0,1,18,PhD,Together,Wines,1
49,2,20.0,3,4,Graduation,Married,Wines,1
71,0,494.0,742,19,Graduation,Single,MeatProducts,0
53,1,769.0,252,21,Graduation,Married,Wines,0
47,1,55.0,696,7,2n Cycle,Married,FishProducts,2
45,0,1560.0,580,18,PhD,Single,Wines,0
53,1,55.0,485,7,Graduation,Married,MeatProducts,2
64,0,577.0,174,18,Graduation,Single,Wines,0
62,0,162.0,597,8,Graduation,Married,MeatProducts,2
66,1,1690.0,563,20,Graduation,Together,Wines,0
66,1,1463.0,599,24,2n Cycle,Divorced,Wines,0
71,3,1562.0,519,17,Graduation,Married,Wines,1
63,3,36.0,370,6,Graduation,Divorced,Wines,1
67,1,1482.0,396,22,PhD,Widow,Wines,0
41,1,22.0,337,5,Graduation,Together,FishProducts,2
49,2,63.0,379,6,PhD,Divorced,MeatProducts,1
33,0,661.5,788,18,Graduation,Single,Wines,0
58,2,542.0,580,20,PhD,Together,Wines,1
45,1,50.0,664,7,2n Cycle,Together,SweetProducts,2
58,2,39.0,660,6,Graduation,Married,Wines,1
69,1,944.5,617,28,Graduation,Married,Wines,0
53,1,385.0,590,14,Master,Single,Wines,2
45,0,1354.5,804,27,Graduation,Divorced,Wines,0
45,1,46.0,667,5,2n Cycle,Single,Wines,2
48,1,716.5,260,20,Graduation,Single,Wines,0
75,2,76.0,577,9,Graduation,Together,Wines,1
51,1,290.0,737,14,Graduation,Married,Wines,2
37,1,89.0,1,11,Graduation,Single,MeatProducts,2
44,1,70.0,786,11,Graduation,Married,MeatProducts,2
65,0,1052.5,497,17,2n Cycle,Married,MeatProducts,0
55,0,1632.5,327,19,Graduation,Together,Wines,0
34,0,1256.5,798,19,2n Cycle,Single,Wines,0
69,1,764.0,712,23,Master,Single,Wines,0
62,1,195.0,409,11,Graduation,Single,Wines,1
45,2,53.0,427,11,Graduation,Married,MeatProducts,2
51,1,368.0,541,13,Graduation,Single,Wines,2
71,1,544.0,35,20,PhD,Married,Wines,1
68,0,1430.5,908,25,2n Cycle,Married,Wines,0
59,2,35.0,194,6,PhD,Together,Wines,1
51,1,446.0,264,18,PhD,Married,Wines,1
46,1,905.0,701,30,Graduation,Single,MeatProducts,0
52,1,41.0,247,5,Master,Married,Wines,2
40,2,727.0,655,22,Graduation,Married,Wines,0
59,2,40.0,970,6,Graduation,Together,Wines,1
36,0,1062.0,580,26,2n Cycle,Married,Wines,0
56,1,40.0,314,7,Graduation,Together,MeatProducts,2
56,2,292.0,294,17,Master,Together,Wines,1
38,0,15.0,461,4,Graduation,Married,FishProducts,2
36,1,341.0,970,17,2n Cycle,Together,FishProducts,2
50,1,369.0,354,13,2n Cycle,Single,Wines,2
52,1,401.0,395,17,PhD,Together,Wines,1
59,1,393.0,620,17,Master,Single,Wines,1
39,2,10.0,438,4,Master,Single,Wines,2
47,1,486.0,549,16,Graduation,Together,Wines,2
46,1,69.0,780,7,Graduation,Together,FishProducts,2
42,0,1644.0,434,17,PhD,Together,Wines,0
66,1,995.0,188,16,Graduation,Single,Wines,0
49,1,45.0,30,10,Graduation,Together,FishProducts,2
44,2,182.0,246,12,2n Cycle,Single,MeatProducts,2
47,1,973.5,544,23,Master,Together,Wines,0
72,0,1525.5,445,18,Graduation,Together,Wines,0
54,2,595.0,524,22,Master,Divorced,Wines,1
42,1,156.0,660,9,Graduation,Married,MeatProducts,2
69,0,1213.0,216,28,Master,Single,MeatProducts,0
47,1,128.0,688,11,2n Cycle,Together,MeatProducts,2
53,1,86.0,65,9,Graduation,Single,SweetProducts,2
50,1,68.0,781,7,Graduation,Married,Wines,2
50,2,16.0,501,4,Graduation,Divorced,Wines,1
44,2,55.0,170,7,2n Cycle,Married,Wines,1
53,0,1777.5,727,22,PhD,Single,Wines,0
55,0,1828.0,667,19,PhD,Together,Wines,0
72,3,263.0,740,15,PhD,Single,Wines,1
66,2,55.0,389,7,Graduation,Married,Wines,1
63,2,564.0,701,22,Graduation,Together,Wines,1
47,0,1281.0,355,20,Master,Single,Wines,0
52,1,83.0,460,7,Graduation,Married,Wines,2
